ID,floor,lift,district,street,community,area,toward,model,rent
rent2239,低楼层/10层,有,朝阳,双井,富力十号,278.00㎡,南 北,4室2厅4卫,65000
rent2240,高楼层/14层,有,西城,官园,国英一号,1349.00㎡,东 南 西 北,5室1厅1卫,222585
rent2241,中楼层/14层,有,朝阳,四惠,远洋天地一期,195.06㎡,东 西,4室3厅3卫,23000
rent2242,高楼层/17层,有,大兴,大兴其它,雅善园,80.00㎡,南,2室1厅1卫,2600
rent2243,高楼层/13层,有,海淀,四季青,西荣阁,93.00㎡,南,3房间1卫,10000
rent2244,低楼层/27层,有,通州,临河里,华业东方玫瑰C区,90.00㎡,南,2室1厅1卫,5500
rent2245,高楼层/8层,有,海淀,四季青,郦城工作区,452.00㎡,北,2房间1卫,50000
rent2246,中楼层/5层,有,门头沟,大峪,西山艺境华墅,225.00㎡,南 北,3室2厅3卫,12500
rent2247,低楼层/18层,有,大兴,天宫院,龙湖时代天街,97.00㎡,南 北,3室1厅1卫,5300
rent2248,低楼层/6层,无,房山,良乡,太平庄东里通尚苑,90.00㎡,南 北,2室1厅1卫,3000
rent2249,中楼层/27层,有,丰台,岳各庄,大成时代中心,85.00㎡,西,1室1厅1卫,6500
rent2250,低楼层/9层,有,亦庄开发区,亦庄,星岛假日,169.00㎡,南 北,3室2厅2卫,11000
rent2251,低楼层/21层,有,昌平,北七家,龙冠冠华苑,89.00㎡,南 北,2室1厅1卫,5000
rent2252,中楼层/15层,有,房山,良乡,瑞雪春堂,71.49㎡,南,1室1厅1卫,2900
rent2253,高楼层/14层,有,朝阳,红庙,华贸公寓,66.65㎡,北,1室1厅1卫,15000
rent2254,中楼层/6层,无,通州,九棵树(家乐福),新翠景园,110.29㎡,南 北,3室1厅1卫,6100
rent2255,中楼层/15层,有,朝阳,十里河,林达海渔广场,54.13㎡,东,2房间1卫,6000
rent2256,高楼层/6层,无,大兴,枣园,滨河西里,60.00㎡,南 北,2室1厅1卫,3300
rent2257,低楼层/38层,有,朝阳,大望路,佳兆业广场,267.00㎡,南 北,2室1厅2卫,58900
rent2258,中楼层/11层,有,石景山,鲁谷,远洋沁山水,89.00㎡,南 北,3室1厅1卫,13700
rent2259,低楼层/6层,无,昌平,沙河,中海丽春湖墅,260.00㎡,南 北,5室3厅2卫,15000
rent2260,中楼层/24层,有,通州,武夷花园,京贸中心,65.00㎡,北,1室0厅1卫,3500
rent2261,低楼层/7层,有,通州,临河里,金隅自由筑,53.00㎡,西,3房间1卫,3000
rent2262,中楼层/14层,有,西城,金融街,长安兴融中心,100.12㎡,南,1室1厅1卫,21000
rent2263,高楼层/15层,有,朝阳,十里河,林达海渔广场,54.13㎡,东,2房间1卫,4500
rent2264,低楼层/6层,无,朝阳,甜水园,水碓子东路,78.00㎡,南 北,3室1厅1卫,9000
rent2265,高楼层/11层,有,朝阳,定福庄,聚福苑,88.00㎡,南 北,2室1厅1卫,7200
rent2266,中楼层/26层,有,朝阳,石佛营,晨光家园A区,82.00㎡,西南,2室1厅1卫,7500
rent2267,中楼层/14层,有,朝阳,大望路,石韵浩庭,252.00㎡,南 西,4室2厅2卫,40000
rent2268,低楼层/6层,无,顺义,顺义城,东兴二区,70.00㎡,南 北,1室1厅1卫,3400
rent2269,中楼层/5层,无,丰台,木樨园,西木樨园,56.03㎡,南 北,2室1厅1卫,4500
rent2270,中楼层/11层,有,朝阳,中央别墅区,瑞悦府,90.00㎡,南 北,3室1厅1卫,8000
rent2271,高楼层/15层,有,怀柔,怀柔,安乐馨居,120.00㎡,南 北,3室1厅2卫,3600
rent2272,中楼层/12层,有,朝阳,管庄,朗廷,48.15㎡,南,1房间0卫,4500
rent2273,中楼层/6层,无,通州,九棵树(家乐福),阿尔法社区二期,100.00㎡,南 北,3室1厅1卫,4800
rent2274,高楼层/6层,无,密云,鼓楼街道,宾阳西里北区,85.84㎡,南 北,3室2厅1卫,2100
rent2275,低楼层/25层,有,朝阳,太阳宫,太阳公元北区,116.13㎡,南 北,2室2厅1卫,20000
rent2276,高楼层/6层,无,丰台,丰台其它,卢西嘉园,83.00㎡,南 北,2室1厅1卫,4200
rent2277,中楼层/29层,有,朝阳,奥林匹克公园,天畅园,179.00㎡,西北,3室2厅2卫,17000
rent2278,中楼层/15层,有,朝阳,十里河,林达海渔广场,98.90㎡,东南,3房间1卫,9000
rent2279,高楼层/17层,无,怀柔,怀柔,安乐馨居,80.00㎡,南,2室1厅1卫,2500
rent2280,中楼层/4层,无,丰台,岳各庄,万科紫台,88.00㎡,东 西,4室2厅2卫,23000
rent2281,高楼层/6层,无,丰台,花乡,宜兰园,111.77㎡,南 北,3室2厅2卫,8000
rent2282,高楼层/27层,有,丰台,岳各庄,大成时代公馆,73.00㎡,西北,1房间1卫,6500
rent2283,高楼层/13层,有,丰台,马家堡,7克拉,30.00㎡,南,3房间1卫,6000
rent2284,中楼层/21层,有,昌平,回龙观,首开国风美唐二期,80.99㎡,东北,3室1厅1卫,7500
rent2285,高楼层/20层,有,西城,六铺炕,德胜置业,94.65㎡,北,2室1厅1卫,14000
rent2286,低楼层/20层,有,西城,马甸,裕中西里,73.00㎡,东 西,2室2厅1卫,10300
rent2287,高楼层/7层,有,海淀,西山,门头馨园南区,89.50㎡,南 北,2室2厅2卫,10800
rent2288,中楼层/18层,有,朝阳,东大桥,关东店南街,79.31㎡,东南 北,2室1厅1卫,16500
rent2289,中楼层/17层,有,大兴,枣园,滨河西里,126.33㎡,西 北,3室1厅1卫,6200
rent2290,高楼层/7层,无,丰台,科技园区,富锦嘉园四区,199.00㎡,南 北,5室2厅2卫,11000
rent2291,低楼层/12层,有,朝阳,欢乐谷,北京华侨城2号院,270.00㎡,东南 北,4室2厅3卫,25000
rent2292,高楼层/6层,无,朝阳,潘家园,潘家园南里,59.00㎡,南 北,2室1厅1卫,5500
rent2293,中楼层/22层,有,东城,陶然亭,中海紫御公馆,61.66㎡,东北,1室2厅1卫,8200
rent2294,低楼层/56层,有,朝阳,CBD,北京银泰中心,131.69㎡,西,1室1厅1卫,31000
rent2295,低楼层/12层,无,怀柔,怀柔,安乐馨居,120.00㎡,南 北,3室2厅1卫,3600
rent2296,低楼层/15层,有,顺义,顺义城,望潮家园,98.00㎡,南,2室1厅1卫,3500
rent2297,低楼层/6层,无,门头沟,大峪,新桥路小区,55.26㎡,南 北,2室1厅1卫,2400
rent2298,中楼层/11层,有,通州,武夷花园,加华印象街,118.00㎡,南 北,2室1厅1卫,6500
rent2299,中楼层/6层,无,通州,乔庄,乔庄北街305号院,74.40㎡,南 北,2室1厅1卫,3300
rent2300,低楼层/24层,有,亦庄开发区,亦庄,力宝广场,50.00㎡,南,1房间1卫,5000
rent2301,低楼层/15层,有,朝阳,东大桥,铂宫国际中心,170.00㎡,东 西 北,3室1厅2卫,37000
rent2302,高楼层/24层,有,朝阳,亚运村小营,中安盛业大厦,99.76㎡,西,1室1厅1卫,13500
rent2303,低楼层/17层,有,大兴,黄村中,招商雍合府,89.00㎡,南 北,2室1厅1卫,4600
rent2304,高楼层/28层,有,朝阳,三元桥,第三置业,233.60㎡,东 西 北,3室0厅0卫,50000
rent2305,中楼层/18层,有,朝阳,健翔桥,元大都7号,276.60㎡,南 北,4室2厅2卫,33000
rent2306,中楼层/6层,无,大兴,西红门,金荣园,93.34㎡,南,3室1厅1卫,4000
rent2307,高楼层/9层,有,东城,东花市,MOHO国际写字楼,24.78㎡,北,1房间1卫,4600
rent2308,中楼层/17层,有,海淀,四季青,依斯特大厦,146.68㎡,南,4房间0卫,53000
rent2309,低楼层/18层,有,顺义,顺义城,金汉绿港三区,93.90㎡,东南,2室1厅1卫,4900
rent2310,低楼层/8层,有,朝阳,中央别墅区,瑞悦府,90.00㎡,南 北,3室1厅1卫,8800
rent2311,低楼层/19层,有,大兴,黄村中,清澄名苑北区,47.07㎡,北,1室0厅1卫,3100
rent2312,低楼层/18层,有,大兴,天宫院,住总万科橙,93.00㎡,南,3室1厅1卫,5500
rent2313,高楼层/20层,有,西城,六铺炕,德胜置业,129.07㎡,北,3室1厅1卫,16000
rent2314,高楼层/6层,无,顺义,顺义城,石园北区,91.24㎡,南 北,2室1厅1卫,3000
rent2315,高楼层/6层,无,海淀,定慧寺,中塔园,56.86㎡,东 西,2室1厅1卫,6800
rent2316,高楼层/6层,无,海淀,万寿路,复兴路61号院,57.00㎡,南 北,2室1厅1卫,7200
rent2317,高楼层/6层,无,海淀,马连洼,竹园,62.00㎡,南 北,2室1厅1卫,7500
rent2318,高楼层/6层,无,通州,果园,翠屏北里东区,103.00㎡,南 北,3室1厅1卫,5600
rent2319,低楼层/7层,有,昌平,东关,水晶屿,26.84㎡,东,2房间1卫,3000
rent2320,高楼层/7层,无,大兴,黄村中,兴政东里,69.08㎡,东 西,2室2厅1卫,2800
rent2321,低楼层/6层,无,门头沟,门头沟其它,石泉砖厂A10区,48.00㎡,南,1室1厅1卫,2600
rent2322,中楼层/12层,有,西城,广安门,荣丰2008,28.50㎡,北,1室1厅2卫,5300
rent2323,低楼层/15层,有,西城,广安门,玺源台,62.32㎡,西,1室1厅1卫,8200
rent2324,高楼层/9层,有,海淀,甘家口,甘家口小区,89.00㎡,东 西,2室1厅1卫,11850
rent2325,中楼层/21层,有,朝阳,东坝,金隅景和园,61.00㎡,南,1室1厅1卫,5000
rent2326,低楼层/6层,无,顺义,顺义城,建新南区,72.00㎡,南 北,2室1厅1卫,4600
rent2327,低楼层/6层,无,朝阳,农展馆,枣营南里,78.00㎡,南 北,3室1厅1卫,9600
rent2328,中楼层/29层,无,大兴,天宫院,北京金科天籁城,89.96㎡,南 北,2室1厅1卫,4300
rent2329,低楼层/6层,无,昌平,天通苑,天通苑东三区,94.42㎡,南 北,2室1厅1卫,6000
rent2330,中楼层/7层,有,海淀,四季青,金雅园南区,124.87㎡,南 北,2室2厅2卫,14200
rent2331,中楼层/6层,无,朝阳,潘家园,松榆西里,60.00㎡,南 北,2室1厅1卫,6100
rent2332,高楼层/25层,有,丰台,科技园区,宝隆温泉公寓,95.00㎡,东南,2室1厅2卫,6800
rent2333,低楼层/22层,有,朝阳,亚运村小营,欧陆经典,90.03㎡,西南,2室1厅1卫,9800
rent2334,中楼层/14层,有,东城,安贞,胜古中路1号院,226.39㎡,东 西,5室2厅3卫,30000
rent2335,中楼层/19层,有,东城,和平里,和平新城一期,63.29㎡,西,1室1厅1卫,7800
rent2336,中楼层/20层,有,顺义,顺义城,金汉绿港五区,79.59㎡,东 南 北,2室1厅1卫,4800
rent2337,高楼层/14层,有,朝阳,朝青,珠江罗马嘉园东区,188.00㎡,南 北,4室2厅2卫,16000
rent2338,高楼层/6层,无,海淀,五棵松,永金里小区,80.73㎡,南 北,2室1厅1卫,7800
rent2339,高楼层/6层,无,丰台,洋桥,海户西里,44.90㎡,南,1室1厅1卫,4300
rent2340,低楼层/5层,无,房山,良乡,明源北里,57.00㎡,南,2室1厅1卫,2650
rent2341,高楼层/18层,有,朝阳,工体,屯三里,88.00㎡,东 北,2室2厅2卫,28000
rent2342,高楼层/6层,无,昌平,天通苑,天通苑东二区,141.00㎡,南 北,3室1厅2卫,7800
rent2343,中楼层/28层,有,门头沟,大峪,黑山A1区,83.00㎡,南 北,2室1厅1卫,4500
rent2344,低楼层/6层,无,西城,月坛,南礼士路三条北里,72.00㎡,南 西 北,3室1厅1卫,11000
rent2345,低楼层/18层,有,朝阳,潘家园,华威北里,70.00㎡,东北,2室1厅1卫,7500
rent2346,低楼层/28层,有,朝阳,北苑,中国铁建国际城,117.00㎡,南 北,3室2厅2卫,13800
rent2347,中楼层/13层,有,朝阳,石佛营,保利东郡,295.00㎡,南 北,5室2厅5卫,53500
rent2348,中楼层/28层,有,朝阳,潘家园,弘善家园,79.47㎡,西,2室1厅1卫,7000
rent2349,低楼层/33层,有,朝阳,CBD,金地国际花园,148.00㎡,南,2室1厅2卫,20000
rent2350,中楼层/15层,有,大兴,大兴新机场,御园B区,89.00㎡,南 北,2室1厅1卫,2500
rent2351,高楼层/6层,无,朝阳,大望路,西大望路12号院,43.00㎡,南,1室1厅1卫,5800
rent2352,中楼层/27层,有,朝阳,朝阳公园,棕榈泉国际公寓,216.00㎡,南 北,4室2厅2卫,34000
rent2353,低楼层/3层,无,海淀,西山,燕西台,500.00㎡,东 南 北,8室2厅5卫,85000
rent2354,中楼层/19层,有,海淀,白石桥,富海中心,320.00㎡,南,1室0厅0卫,45000
rent2355,高楼层/14层,有,大兴,天宫院,瑞公馆,53.08㎡,东 北,2房间1卫,3300
rent2356,高楼层/28层,有,门头沟,大峪,黑山A1区,65.00㎡,南,2室1厅1卫,3100
rent2357,高楼层/6层,无,房山,阎村,绿城百合公寓南屏苑,120.00㎡,南 北,3室2厅2卫,3350
rent2358,高楼层/18层,有,朝阳,双桥,珠江绿洲,148.15㎡,南 北,3室2厅2卫,11500
rent2359,低楼层/7层,有,大兴,大兴新机场,龙熙顺景丁区,112.00㎡,南 西,2室1厅2卫,3200
rent2360,中楼层/21层,有,石景山,鲁谷,远洋沁山水,89.00㎡,南,2室1厅1卫,12500
rent2361,中楼层/6层,无,亦庄开发区,亦庄,贵园东里,83.69㎡,南 北,2室1厅1卫,7000
rent2362,低楼层/11层,有,朝阳,北苑,润泽悦溪,89.00㎡,南,2室1厅1卫,8400
rent2363,低楼层/9层,有,顺义,后沙峪,IDCITY艾迪城,46.05㎡,北,2房间1卫,7000
rent2364,中楼层/12层,有,通州,通州北苑,M5朗峰,88.58㎡,西北,4室2厅2卫,10500
rent2365,中楼层/25层,有,亦庄开发区,亦庄,力宝广场,82.79㎡,南,3房间1卫,7100
rent2366,中楼层/6层,无,房山,良乡,宜春里,82.00㎡,东 西,3室1厅1卫,3000
rent2367,中楼层/18层,有,朝阳,朝阳公园,泛海国际香海园,187.00㎡,南 北,3室2厅2卫,31000
rent2368,低楼层/2层,无,大兴,高米店,新里西斯莱公馆,291.00㎡,南 北,3房间2卫,50000
rent2369,中楼层/13层,有,西城,金融街,金宸国际公寓,205.51㎡,南 北,3室1厅3卫,45000
rent2370,低楼层/20层,有,房山,长阳,长阳国际城一区,78.83㎡,南,2室1厅1卫,4600
rent2371,中楼层/19层,有,海淀,五道口,文津国际酒店,56.00㎡,西,1室0厅1卫,8500
rent2372,低楼层/15层,有,亦庄开发区,亦庄,通泰国际公馆,87.47㎡,南 北,2室1厅1卫,6000
rent2373,高楼层/18层,有,大兴,天宫院,新源时代,89.00㎡,南 北,2室1厅1卫,4000
rent2374,高楼层/6层,无,昌平,北七家,名佳花园三区,70.00㎡,南 北,1室1厅1卫,4000
rent2375,高楼层/12层,有,顺义,首都机场,蓝海苑,108.00㎡,南 北,2室2厅2卫,6300
rent2376,中楼层/16层,有,朝阳,常营,北京像素南区,56.00㎡,南,3房间2卫,6500
rent2377,高楼层/12层,有,大兴,天宫院,保利春天派,54.00㎡,西,2房间1卫,3500
rent2378,高楼层/16层,有,房山,良乡,首开熙悦睿府书香,108.00㎡,南 西 北,3室2厅2卫,4800
rent2379,低楼层/3层,无,昌平,北七家,王府花园,159.92㎡,东 北,3室1厅3卫,8500
rent2380,高楼层/6层,无,朝阳,CBD,光辉南里,62.79㎡,南 北,2室1厅1卫,7500
rent2381,低楼层/25层,有,丰台,北京南站,开阳里三区,80.00㎡,西,2室1厅1卫,7000
rent2382,中楼层/9层,有,大兴,高米店,保利茉莉公馆,46.10㎡,南,3房间1卫,5200
rent2383,低楼层/28层,有,朝阳,四惠,京棉新城二厂,86.00㎡,西,2室1厅1卫,7400
rent2384,低楼层/7层,无,通州,果园,翠屏北里西区,91.91㎡,南 北,2室1厅1卫,5200
rent2385,高楼层/13层,有,朝阳,北苑,n次方,60.06㎡,东,3房间1卫,6200
rent2386,中楼层/5层,无,房山,阎村,燕化星城北里,55.97㎡,南,1室1厅1卫,2400
rent2387,中楼层/6层,无,丰台,万源,桃源里,83.00㎡,南 北,3室1厅1卫,4800
rent2388,中楼层/14层,有,顺义,后沙峪,中粮祥云国际生活区,114.00㎡,南 北,2室2厅2卫,12000
rent2389,高楼层/25层,有,朝阳,华威桥,美景东方,85.86㎡,东南,2室1厅1卫,7900
rent2390,中楼层/25层,有,丰台,方庄,芳城园二区,89.00㎡,东南,3室1厅1卫,7800
rent2391,高楼层/5层,有,海淀,上地,iMOMA,79.00㎡,西 北,2房间1卫,8000
rent2392,地下室/3层,无,朝阳,中央别墅区,长岛澜桥,334.00㎡,南 北,4室2厅4卫,45000
rent2393,高楼层/6层,无,朝阳,首都机场,机场南路东里,80.00㎡,南 北,2室1厅1卫,4100
rent2394,中楼层/6层,有,通州,通州其它,融创千章墅,253.38㎡,南 北,2室2厅2卫,25000
rent2395,低楼层/26层,有,朝阳,农展馆,三全公寓,127.27㎡,南 西 北,2室1厅2卫,20000
rent2396,高楼层/5层,无,大兴,高米店,原生墅,143.00㎡,东 南 西 北,3室2厅2卫,6800
rent2397,中楼层/4层,无,亦庄开发区,亦庄,金地格林小镇,113.00㎡,南,2室1厅1卫,8500
rent2398,低楼层/15层,有,大兴,南中轴机场商务区,蓝桥驿苑,56.00㎡,南,1室1厅1卫,2100
rent2399,中楼层/6层,无,昌平,回龙观,田园风光雅苑,112.58㎡,南 北,2室1厅2卫,7500
rent2400,中楼层/6层,无,朝阳,望京,西八间北里,60.00㎡,南 北,2室1厅1卫,7200
rent2401,低楼层/12层,有,朝阳,双井,世桥国贸,188.68㎡,南 北,4室1厅2卫,25000
rent2402,中楼层/19层,有,门头沟,大峪,中昂时代广场,41.00㎡,西,3房间1卫,2800
rent2403,高楼层/12层,有,海淀,万柳,碧水云天,241.69㎡,南 北,4室2厅3卫,53000
rent2404,低楼层/18层,有,朝阳,亚运村小营,华仑大厦,144.66㎡,南 西 北,3室1厅2卫,15000
rent2405,高楼层/25层,有,朝阳,北苑,北苑家园绣菊园,102.00㎡,南 西,2室1厅1卫,7600
rent2406,低楼层/21层,有,房山,长阳,西悦欣居,88.59㎡,南 北,2室1厅1卫,4200
rent2407,高楼层/6层,无,海淀,牡丹园,花园北路乙28号院,56.00㎡,南 北,2室1厅1卫,8000
rent2408,高楼层/28层,有,朝阳,三元桥,UHN国际村,86.11㎡,西北,1室1厅1卫,15000
rent2409,高楼层/6层,无,朝阳,双井,双花园南里,57.04㎡,南 北,2室1厅1卫,6600
rent2410,高楼层/6层,无,东城,朝阳门外,王家园胡同,57.00㎡,南 西,2室1厅1卫,9200
rent2411,中楼层/8层,有,昌平,鼓楼大街,昌平佳莲时代广场,74.91㎡,南 北,3房间2卫,5000
rent2412,中楼层/6层,有,昌平,南邵,金科廊桥水岸,130.00㎡,南 北,3室2厅2卫,9500
rent2413,低楼层/4层,无,昌平,北七家,金隅上城郡,212.34㎡,南 北,3室1厅3卫,10000
rent2414,中楼层/25层,有,朝阳,石佛营,炫特嘉园三期,40.30㎡,北,1室0厅1卫,5300
rent2415,低楼层/6层,无,昌平,东关,东关南里小区,131.00㎡,南 北,3室2厅2卫,5500
rent2416,高楼层/6层,无,石景山,鲁谷,永乐东区,65.00㎡,南 北,2室1厅1卫,4500
rent2417,高楼层/6层,无,昌平,西关环岛,西关路,77.36㎡,南 北,2室1厅1卫,3500
rent2418,中楼层/6层,无,顺义,顺义城,港馨家园东区,94.35㎡,南 北,2室1厅1卫,3500
rent2419,低楼层/12层,无,朝阳,劲松,农光里,61.21㎡,南 北,2室1厅1卫,6300
rent2420,高楼层/15层,有,大兴,大兴新机场,御园B区,89.00㎡,南 北,2室1厅1卫,2600
rent2421,中楼层/5层,无,密云,密云镇,北京液压件厂家属区,71.46㎡,南 北,2室2厅1卫,2000
rent2422,中楼层/17层,有,朝阳,甜水园,公园五号,56.74㎡,东,1室0厅1卫,8100
rent2423,中楼层/21层,有,丰台,玉泉营,鸿业兴园一区,115.05㎡,南 北,3室2厅1卫,9000
rent2424,低楼层/21层,有,丰台,赵公口,怡和世家,65.00㎡,南,1室1厅1卫,5600
rent2425,高楼层/6层,无,海淀,玉泉路,十一教工楼,68.30㎡,南 北,3室1厅1卫,8700
rent2426,低楼层/27层,有,海淀,知春路,太阳园,81.16㎡,西南,2室1厅1卫,12000
rent2427,高楼层/6层,无,朝阳,朝阳公园,南十里居,54.00㎡,南 北,1室1厅1卫,6100
rent2428,低楼层/10层,有,大兴,大兴新机场,中海云筑,89.00㎡,南 北,3室1厅1卫,3200
rent2429,中楼层/5层,无,海淀,中关村,黄庄小区,61.30㎡,南 北,3室1厅1卫,12800
rent2430,高楼层/24层,有,朝阳,望京,宝星园一区,106.00㎡,东南,2室1厅1卫,12500
rent2431,中楼层/18层,有,朝阳,亚运村,阳光广场,135.00㎡,东 南 西,3室1厅2卫,13000
rent2432,中楼层/4层,无,顺义,后沙峪,万科城市花园,180.88㎡,南 北,4室2厅3卫,10500
rent2433,高楼层/9层,有,大兴,亦庄,远洋天著三期,166.00㎡,南 北,3室2厅2卫,15500
rent2434,高楼层/6层,无,通州,万达,中山大街108号院,62.80㎡,南 北,2室1厅1卫,3500
rent2435,中楼层/11层,有,昌平,回龙观,新龙城,89.00㎡,西北,2室1厅1卫,7600
rent2436,低楼层/14层,有,朝阳,双桥,中建玲珑山,114.00㎡,南 北,5房间1卫,8000
rent2437,低楼层/29层,有,昌平,天通苑,天通苑北一区,98.00㎡,东南,2室1厅1卫,6300
rent2438,中楼层/34层,有,昌平,回龙观,融泽嘉园1号院,63.00㎡,南,1室1厅1卫,6700
rent2439,低楼层/11层,无,密云,果园街道,阳光水岸家园,79.44㎡,南,2室1厅1卫,2600
rent2440,高楼层/6层,无,石景山,古城,古城北路,43.96㎡,南 北,2室1厅1卫,4000
rent2441,高楼层/20层,有,西城,马甸,京师吉地,51.96㎡,西,1室1厅1卫,8000
rent2442,低楼层/16层,有,丰台,花乡,银地家园,97.00㎡,南 北,2室1厅1卫,5200
rent2443,高楼层/12层,有,顺义,顺义城,广厦鑫苑,127.99㎡,南 北,3室2厅2卫,4500
rent2444,中楼层/10层,有,西城,金融街,华荣公寓,263.00㎡,南 北,3室2厅2卫,68000
rent2445,高楼层/6层,无,朝阳,团结湖,团结湖中路南二条,61.00㎡,南 北,2室1厅1卫,7600
rent2446,高楼层/6层,无,石景山,鲁谷,玉泉路甲65号院,62.48㎡,南 北,2室1厅1卫,5000
rent2447,中楼层/27层,有,海淀,清河,强佑·府学上院,88.00㎡,东,2室1厅1卫,8500
rent2448,高楼层/15层,有,亦庄开发区,通州其它,北京经开汀塘,83.00㎡,南 北,2室1厅1卫,6200
rent2449,高楼层/28层,有,海淀,公主坟,颐源居小区,176.69㎡,西南,4室2厅2卫,22000
rent2450,中楼层/11层,有,通州,武夷花园,运河明珠,105.00㎡,西北,2室1厅1卫,6000
rent2451,中楼层/7层,无,大兴,枣园,丽园B区,90.00㎡,南 北,2室1厅1卫,4300
rent2452,中楼层/25层,有,朝阳,北苑,世华泊郡,123.00㎡,南 北,3室1厅2卫,13500
rent2453,高楼层/9层,有,房山,良乡,瑞雪春堂,36.78㎡,东,3房间1卫,2250
rent2454,高楼层/6层,无,大兴,黄村火车站,林校北里,63.60㎡,南 北,3室1厅1卫,3500
rent2455,中楼层/16层,有,海淀,定慧寺,定慧福里北区,101.00㎡,南 北,3室1厅1卫,11000
rent2456,中楼层/9层,有,顺义,顺义城,怡馨家园,92.50㎡,南 北,2室1厅1卫,4600
rent2457,高楼层/25层,有,朝阳,石佛营,炫特嘉园三期,71.80㎡,南,1室1厅1卫,7200
rent2458,中楼层/19层,有,朝阳,太阳宫,水星园,139.00㎡,东南,3室2厅2卫,22000
rent2459,高楼层/21层,有,东城,朝阳门内,豆瓣胡同,86.00㎡,东 西,3室1厅1卫,14700
rent2460,中楼层/14层,有,朝阳,安贞,安华里社区,57.49㎡,东 西,2室1厅1卫,7600
rent2461,低楼层/7层,有,昌平,回龙观,上北鑫座,57.82㎡,南,1房间1卫,5700
rent2462,低楼层/18层,有,大兴,天宫院,龙湖时代天街,98.00㎡,南 北,3室1厅1卫,5000
rent2463,中楼层/19层,有,海淀,军博,莲花池东路9号院,74.90㎡,南,2室1厅1卫,8800
rent2464,中楼层/14层,有,海淀,万柳,蜂鸟家园,50.00㎡,北,1室0厅1卫,7000
rent2465,高楼层/6层,无,海淀,军博,乔建里,45.00㎡,南,1室1厅1卫,6000
rent2466,高楼层/6层,无,通州,武夷花园,紫荆园,122.85㎡,南 北,3室2厅2卫,5000
rent2467,高楼层/6层,无,丰台,成寿寺,苇子坑1号院,69.99㎡,南 北,3室1厅1卫,5500
rent2468,中楼层/7层,无,昌平,回龙观,龙禧苑一区,123.00㎡,南 北,3室1厅2卫,9000
rent2469,高楼层/26层,无,石景山,古城,中海寰宇天下熙山府,111.00㎡,南 北,3室2厅1卫,11000
rent2470,中楼层/6层,无,大兴,大兴新机场,隆盛园,101.00㎡,南 西北,2室1厅1卫,2700
rent2471,高楼层/6层,无,朝阳,甜水园,甜水园东里,57.70㎡,东 西,2室1厅1卫,6500
rent2472,中楼层/12层,有,房山,长阳,绿地新都会,115.00㎡,南 北,3室1厅2卫,4600
rent2473,中楼层/6层,无,大兴,枣园,滨河东里,60.00㎡,南 北,2室1厅1卫,3200
rent2474,高楼层/6层,无,门头沟,滨河西区,承泽苑,60.00㎡,东,1室1厅1卫,3000
rent2475,中楼层/24层,有,石景山,鲁谷,碣石坪,88.50㎡,南,2室1厅1卫,6200
rent2476,中楼层/8层,有,昌平,东关,红石座,41.55㎡,西 北,1房间1卫,3300
rent2477,中楼层/6层,无,房山,良乡,苏庄一里小区,117.60㎡,南,3室1厅2卫,3400
rent2478,低楼层/20层,有,朝阳,双井,苹果社区北区,122.75㎡,南,2室1厅1卫,12000
rent2479,高楼层/6层,无,顺义,顺义其它,华英园,104.00㎡,南 北,3室1厅1卫,4600
rent2480,高楼层/11层,有,朝阳,中央别墅区,瑞悦府,90.00㎡,南 北,3室1厅1卫,9000
rent2481,中楼层/15层,有,丰台,青塔,天鸿美域,60.41㎡,南,2室1厅1卫,6500
rent2482,中楼层/12层,有,朝阳,百子湾,沿海赛洛城四期,69.15㎡,北,2房间1卫,7700
rent2483,中楼层/6层,无,西城,西单,大六部口,76.30㎡,南 北,3室1厅1卫,13000
rent2484,高楼层/13层,有,通州,玉桥,景馨家园,92.00㎡,东 西,2室1厅2卫,4300
rent2485,高楼层/23层,有,朝阳,太阳宫,水星园,94.00㎡,东南,2室1厅1卫,13000
rent2486,中楼层/26层,无,石景山,古城,中海寰宇天下熙山府,101.74㎡,南 北,3室2厅2卫,9500
rent2487,中楼层/12层,有,大兴,旧宫,旧宫新苑南区,84.00㎡,南 北,2室1厅1卫,5000
rent2488,高楼层/6层,无,门头沟,大峪,永新小区,65.00㎡,南 北,2室1厅1卫,2650
rent2489,中楼层/5层,无,西城,月坛,月坛北街,61.00㎡,东 南,3室1厅1卫,11000
rent2490,低楼层/16层,有,海淀,甘家口,阜成路北三街7号院,44.05㎡,南,1室1厅1卫,6200
rent2491,低楼层/6层,无,通州,潞苑,小潞邑,86.75㎡,南 北,2室1厅1卫,3300
rent2492,低楼层/6层,无,丰台,北大地,东安街头条甲3号,36.00㎡,南,1室1厅1卫,3900
rent2493,中楼层/6层,无,朝阳,CBD,光辉南里,65.00㎡,南 北,2室1厅1卫,7500
rent2494,中楼层/16层,有,东城,永定门,建予园,109.97㎡,东 北,3室1厅1卫,8800
rent2495,低楼层/25层,无,亦庄开发区,通州其它,首创远洋禧瑞天著西区,89.00㎡,南 北,3室1厅1卫,6200
rent2496,高楼层/21层,无,亦庄开发区,通州其它,首创远洋禧瑞天著西区,119.00㎡,南 北,3室1厅1卫,8200
rent2497,高楼层/6层,无,朝阳,石佛营,石佛营西里小区,44.89㎡,南 北,1室1厅1卫,4800
